Customer ID,Tenure,Geography ID,Completed tutorial,Subscription ID,Role,Company ID,Rating,Theme,Original Score
10000049,20.0,2,yes,2,1,1,High,speed,9
10000050,22.0,1,yes,2,1,2,High,price,8
10000051,12.0,2,yes,2,1,3,High,speed,7
10000052,23.0,2,yes,2,1,2,High,speed,8
10000053,3.0,1,yes,2,1,1,High,reliability,7
10000054,34.0,1,yes,1,1,1,High,features,7
10000055,2.0,2,no,1,1,1,High,design,9
10000056,29.0,2,yes,2,1,1,High,speed,10
10000057,5.0,4,yes,2,1,2,High,price,6
10000058,24.0,4,yes,2,1,1,High,price,7
10000059,5.0,3,yes,2,1,2,High,services,10
10000060,27.0,2,yes,2,1,2,High,reliability,8
10000061,25.0,1,yes,2,1,3,High,features,6
10000062,29.0,3,yes,2,1,2,High,price,10
10000063,18.0,1,yes,2,1,2,High,services,8
10000064,8.0,4,yes,2,1,2,High,price,8
10000065,17.0,2,yes,2,1,2,High,speed,9
10000066,48.0,2,no,2,1,2,High,security,6
10000067,20.0,2,yes,2,1,3,High,speed,6
10000068,28.0,1,yes,2,1,2,High,features,10
10000069,18.0,1,yes,1,1,1,High,price,10
10000070,20.0,1,yes,1,1,2,High,price,6
10000071,24.0,1,yes,1,1,2,High,services,7
10000072,15.0,1,yes,1,1,2,High,speed,8
10000073,16.0,3,yes,2,1,2,High,price,6
10000074,11.0,1,yes,2,1,2,High,features,6
10000075,5.0,1,yes,2,1,2,High,features,10
10000076,18.0,1,no,1,1,2,High,price,6
10000077,20.0,1,no,2,1,3,High,services,10
10000078,25.0,1,yes,1,1,3,High,services,6
10000079,8.0,1,yes,2,1,3,High,services,9
10000080,14.0,1,yes,2,1,1,High,reliability,7
10000081,2.0,1,no,2,1,3,High,services,9
10000082,0.0,1,yes,2,1,1,High,features,9
10000083,11.0,2,yes,1,1,2,High,support,9
10000084,16.0,3,yes,2,1,2,High,price,8
10000085,17.0,1,yes,1,1,3,High,speed,10
10000086,1.0,1,yes,2,1,2,High,security,7
10000087,10.0,1,no,2,1,1,High,speed,9
10000088,15.0,1,yes,1,1,2,High,features,7
10000089,56.0,1,yes,2,1,2,High,reliability,7
10000090,48.0,4,yes,2,1,2,High,price,7
10000091,1.0,1,no,2,1,3,High,design,7
10000092,24.0,2,yes,1,1,2,High,speed,8
10000093,3.0,1,no,2,1,2,High,price,10
10000094,51.0,2,yes,2,1,2,High,security,7
10000095,25.0,1,yes,2,1,2,High,features,7
10000096,10.0,2,yes,2,1,2,High,speed,10
10000097,27.0,1,yes,2,1,2,High,price,6
10000098,10.0,3,no,2,1,2,High,price,8
10000099,13.0,3,yes,2,1,2,High,price,6
10000100,5.0,3,yes,2,1,2,High,price,9
10000101,26.0,2,yes,2,1,1,High,features,6
10000102,6.0,1,yes,2,1,2,High,price,6
10000103,17.0,2,yes,2,1,2,High,features,6
10000104,10.0,1,no,1,1,2,High,reliability,7
10000105,27.0,1,yes,2,1,1,High,security,6
10000106,8.0,2,yes,2,1,2,High,speed,7
10000107,21.0,1,yes,2,1,3,High,services,9
10000108,21.0,1,no,2,1,3,High,features,9
10000109,21.0,3,yes,1,1,2,High,support,8
10000110,2.0,3,yes,2,1,2,High,price,10
10000111,29.0,3,yes,2,1,3,High,security,9
10000112,22.0,1,yes,2,1,2,High,price,7
10000113,21.0,1,yes,2,1,2,High,reliability,7
10000114,8.0,2,yes,2,1,1,High,speed,8
10000115,9.0,2,no,2,1,3,High,speed,10
10000116,13.0,3,no,2,1,2,High,features,10
10000117,0.0,4,yes,2,1,3,High,features,10
10000118,2.0,1,yes,2,1,2,High,price,8
10000119,11.0,4,yes,2,1,2,High,reliability,8
10000120,9.0,1,yes,1,1,2,High,services,10
10000121,1.0,2,no,1,1,2,High,features,6
10000122,4.0,1,yes,2,1,1,High,features,7
10000123,10.0,1,yes,1,1,1,High,reliability,9
10000124,14.0,1,yes,1,1,2,High,services,6
10000125,28.0,1,yes,2,1,2,High,price,8
10000126,19.0,4,no,2,1,2,High,speed,9
10000127,1.0,1,yes,2,1,1,High,reliability,8
10000128,24.0,1,yes,2,1,1,High,features,10
10000129,26.0,1,yes,1,1,1,High,reliability,9
10000130,3.0,2,yes,2,1,1,High,navigation,8
10000131,42.0,1,yes,2,1,2,High,price,7
10000132,21.0,1,yes,2,1,1,High,features,6
10000133,10.0,4,no,2,1,1,High,services,9
10000134,11.0,1,yes,2,1,2,High,price,9
10000135,25.0,1,yes,2,1,2,High,price,6
10000136,12.0,3,yes,2,1,3,High,other,9
10000137,22.0,1,yes,2,1,1,High,support,8
10000138,5.0,2,no,2,1,2,High,navigation,8
10000139,7.0,1,yes,2,1,2,High,price,8
10000140,3.0,1,yes,2,1,2,High,price,8
10000141,17.0,1,yes,2,1,2,High,services,9
10000142,28.0,3,yes,2,1,3,High,price,6
10000143,8.0,1,yes,2,1,2,High,navigation,9
10000144,24.0,3,yes,2,1,2,High,services,10
10000145,26.0,3,yes,2,1,2,High,price,9
10000146,5.0,4,yes,2,1,2,High,price,10
10000147,16.0,1,yes,2,1,1,High,usability,10
10000148,13.0,2,yes,2,1,2,High,speed,6
10000149,4.0,1,yes,2,1,2,High,speed,6
10000150,22.0,3,no,2,1,2,High,features,9
10000151,3.0,1,yes,2,1,2,High,services,9
10000152,17.0,4,yes,2,1,2,High,price,10
10000153,41.0,1,yes,2,1,3,High,security,7
10000154,6.0,1,yes,2,1,2,High,price,7
10000155,25.0,1,yes,2,1,2,High,price,9
10000156,23.0,4,yes,2,1,2,High,services,7
10000157,11.0,2,yes,2,1,1,High,features,10
10000158,12.0,1,yes,2,1,1,High,services,10
10000159,24.0,1,yes,2,1,2,High,price,7
10000160,4.0,1,yes,2,1,2,High,features,6
10000161,16.0,1,yes,2,1,1,High,reliability,10
10000162,19.0,2,yes,2,1,2,High,speed,8
10000163,5.0,1,yes,2,1,2,High,features,8
10000164,27.0,3,no,2,1,2,High,price,10
10000165,8.0,1,yes,2,1,2,High,price,9
10000166,16.0,1,yes,1,1,2,High,services,9
10000167,4.0,4,yes,2,1,2,High,design,9
10000168,29.0,3,no,2,1,1,High,security,7
10000169,40.0,1,yes,2,1,3,High,reliability,9
10000170,8.0,1,yes,2,1,3,High,reliability,9
10000171,4.0,1,yes,2,1,2,High,navigation,10
10000172,25.0,1,yes,2,1,2,High,features,8
10000173,22.0,1,yes,2,1,2,High,services,10
10000174,14.0,1,yes,2,1,2,High,speed,7
10000175,2.0,2,yes,2,1,2,High,services,7
10000176,18.0,1,yes,2,1,3,High,features,8
10000177,19.0,1,yes,2,1,2,High,services,7
10000178,15.0,1,yes,2,1,2,High,features,6
10000179,23.0,2,yes,2,1,2,High,reliability,8
10000180,0.0,3,yes,2,1,2,High,security,8
10000181,2.0,4,yes,2,1,3,High,services,8
10000182,7.0,1,no,2,1,2,High,speed,6
10000183,26.0,1,yes,1,1,1,High,price,9
10000184,3.0,2,yes,2,1,1,High,speed,8
10000185,3.0,1,yes,2,1,2,High,security,7
10000186,14.0,2,yes,2,1,2,High,speed,9
10000187,15.0,2,yes,2,1,2,High,speed,7
10000188,12.0,1,yes,2,1,2,High,reliability,7
10000189,0.0,1,yes,2,1,2,High,price,6
10000190,9.0,1,yes,2,1,1,High,price,6
10000191,24.0,1,yes,2,1,2,High,services,6
10000192,7.0,2,no,1,1,3,High,features,7
10000193,9.0,2,yes,2,1,2,High,speed,10
10000194,48.0,3,yes,2,1,3,High,price,7
10000195,5.0,1,yes,2,1,2,High,reliability,6
10000196,3.0,2,yes,2,1,2,High,support,6
10000197,15.0,1,yes,2,1,2,High,price,9
10000198,3.0,4,yes,2,1,1,High,usability,9
10000199,27.0,1,yes,2,1,2,High,services,8
10000200,19.0,1,yes,2,1,2,High,services,10
10000201,19.0,2,yes,1,1,2,High,speed,7
10000202,11.0,2,yes,2,1,2,High,speed,10
10000203,1.0,4,yes,2,1,1,High,services,8
10000204,14.0,1,yes,2,1,2,High,security,10
10000205,11.0,1,yes,2,1,2,High,price,8
10000206,12.0,1,yes,2,1,2,High,security,9
10000207,19.0,3,no,2,1,3,High,other,9
10000208,20.0,1,yes,2,1,2,High,services,10
10000209,7.0,3,yes,2,1,2,High,price,10
10000210,6.0,2,yes,2,1,2,High,features,6
10000211,3.0,4,no,2,1,2,High,governance,6
10000212,6.0,4,no,2,1,2,High,navigation,8
10000213,10.0,3,no,2,1,2,High,other,6
10000214,10.0,2,yes,1,1,2,High,speed,10
10000215,8.0,1,yes,2,1,2,High,navigation,8
10000216,19.0,3,yes,2,1,2,High,price,6
10000217,29.0,1,yes,2,1,3,High,design,7
10000218,8.0,1,no,1,1,2,High,security,9
10000219,12.0,4,yes,2,1,3,High,features,8
10000220,3.0,3,yes,2,1,2,High,price,6
10000221,15.0,4,yes,2,1,2,High,speed,10
10000222,19.0,2,yes,2,1,1,High,speed,8
10000223,10.0,4,no,2,1,2,High,price,8
10000224,23.0,1,yes,2,1,3,High,services,7
10000225,27.0,3,yes,2,1,2,High,price,7
10000226,24.0,1,yes,2,1,2,High,services,10
10000227,18.0,1,yes,2,1,2,High,design,8
10000228,8.0,4,no,2,1,2,High,price,7
10000229,6.0,3,yes,2,1,2,High,price,6
10000230,18.0,3,yes,2,1,2,High,price,6
10000231,9.0,1,yes,2,1,3,High,reliability,7
10000232,21.0,3,yes,2,1,2,High,price,8
10000233,25.0,1,yes,2,1,3,High,reliability,7
10000234,1.0,3,yes,1,1,3,High,price,7
10000235,18.0,1,yes,1,1,2,High,features,9
10000236,21.0,4,yes,2,1,2,High,design,10
10000237,4.0,1,no,2,1,2,High,reliability,10
10000238,9.0,1,yes,2,1,2,High,features,8
10000239,7.0,2,yes,2,1,2,High,speed,6
10000240,4.0,4,no,2,1,2,High,speed,6
10000241,30.0,1,yes,2,1,1,High,price,10
10000242,5.0,2,yes,2,1,2,High,speed,10
10000243,16.0,1,yes,2,1,2,High,price,10
10000244,24.0,1,yes,2,1,2,High,services,8
10000245,2.0,1,yes,2,1,2,High,reliability,10
10000246,6.0,1,yes,1,1,2,High,price,6
10000247,23.0,1,yes,2,1,1,High,services,8
10000248,5.0,1,yes,2,1,3,High,features,6
10000249,3.0,2,yes,2,1,1,High,speed,7
10000250,7.0,3,yes,2,1,2,High,price,8
10000251,19.0,1,yes,2,1,3,High,design,10
10000252,29.0,1,yes,2,1,1,High,features,6
10000253,0.0,1,yes,1,1,2,High,services,7
10000254,25.0,1,yes,2,1,2,High,price,8
10000255,21.0,1,yes,2,1,2,High,price,6
10000256,18.0,2,yes,2,1,1,High,speed,10
10000257,14.0,1,yes,2,1,2,High,features,10
10000258,1.0,2,yes,2,1,3,High,speed,9
10000259,15.0,3,yes,2,1,2,High,design,10
10000260,26.0,2,yes,2,1,1,High,usability,6
10000261,10.0,2,yes,2,1,1,High,speed,10
10000262,19.0,1,yes,2,1,3,High,reliability,10
10000263,1.0,3,yes,1,1,2,High,price,7
10000264,5.0,3,yes,2,1,2,High,price,10
10000265,14.0,3,yes,2,1,3,High,price,9
10000266,10.0,1,yes,2,1,2,High,features,9
10000267,25.0,1,no,2,1,3,High,design,9
10000268,20.0,1,yes,2,1,2,High,reliability,6
10000269,27.0,1,yes,2,1,2,High,security,10
10000270,15.0,1,yes,2,1,3,High,services,9
10000271,6.0,1,no,2,1,2,High,services,6
10000272,29.0,1,yes,2,1,1,High,services,10
10000273,11.0,2,no,2,1,2,High,support,10
10000274,18.0,3,yes,2,1,2,High,price,10
10000275,16.0,1,yes,1,1,2,High,reliability,10
10000276,14.0,2,no,2,1,2,High,features,10
10000277,16.0,3,yes,2,1,2,High,price,8
10000278,26.0,1,yes,2,1,1,High,price,6
10000279,26.0,1,yes,2,1,1,High,reliability,8
10000280,20.0,1,yes,2,1,2,High,reliability,8
10000281,21.0,2,yes,2,1,1,High,features,8
10000282,19.0,1,yes,2,1,2,High,price,10
10000283,21.0,1,yes,2,1,2,High,support,10
10000284,23.0,2,yes,2,1,2,High,speed,6
10000285,10.0,4,yes,2,1,1,High,features,8
10000286,43.0,1,yes,2,1,1,High,usability,6
10000287,8.0,2,no,2,1,2,High,speed,6
10000288,10.0,1,yes,2,1,2,High,features,7
10000289,26.0,3,yes,2,1,3,High,features,9
10000290,18.0,1,yes,2,1,1,High,price,6
10000291,41.0,1,yes,2,1,1,High,usability,8
10000292,11.0,3,yes,2,1,3,High,price,9
10000293,16.0,1,yes,2,1,2,High,features,7
10000294,27.0,4,yes,2,1,2,High,price,10
10000295,17.0,1,yes,2,1,2,High,reliability,6
10000296,18.0,1,yes,2,1,2,High,security,7
10000297,3.0,1,yes,2,1,1,High,services,7
10000298,5.0,4,yes,2,1,2,High,services,6
10000299,11.0,1,yes,2,1,2,High,features,6
10000300,14.0,2,yes,2,1,2,High,speed,10
10000301,5.0,1,yes,2,1,2,High,price,7
10000302,10.0,1,yes,1,1,2,High,price,7
10000303,17.0,4,yes,2,1,2,High,speed,6
10000304,23.0,1,yes,2,1,2,High,reliability,9
10000305,24.0,4,yes,2,1,2,High,features,7
10000306,14.0,3,yes,1,1,3,High,services,7
10000307,2.0,1,yes,1,1,3,High,services,8
10000308,24.0,2,no,2,1,1,High,reliability,10
10000309,24.0,1,yes,2,1,2,High,reliability,7
10000310,28.0,1,yes,1,1,2,High,price,8
10000311,3.0,1,yes,2,1,1,High,features,7
10000312,25.0,3,no,2,1,1,High,security,9
10000313,12.0,1,yes,2,1,2,High,price,8
10000314,3.0,1,yes,2,1,2,High,price,7
10000315,8.0,4,yes,2,1,2,High,price,6
10000316,2.0,1,yes,2,1,2,High,speed,10
10000317,21.0,2,no,2,1,3,High,features,7
10000318,6.0,1,yes,2,1,1,High,reliability,10
10000319,12.0,2,no,2,1,1,High,speed,6
10000320,2.0,1,yes,2,1,1,High,price,9
10000321,16.0,2,yes,2,1,2,High,features,6
10000322,0.0,4,yes,2,1,2,High,features,7
10000323,1.0,1,yes,2,1,2,High,price,9
10000324,12.0,1,no,2,1,2,High,price,7
10000325,25.0,4,yes,2,1,2,High,price,7
10000326,3.0,1,yes,2,1,1,High,price,7
10000327,4.0,2,yes,2,1,1,High,speed,8
10000328,21.0,2,yes,2,1,3,High,speed,9
10000329,15.0,1,yes,2,1,2,High,price,6
10000330,2.0,1,yes,2,1,1,High,reliability,6
10000331,14.0,1,yes,1,1,2,High,features,8
10000332,2.0,1,no,2,1,1,High,reliability,6
10000333,20.0,1,yes,2,1,1,High,services,10
10000334,3.0,1,yes,2,1,1,High,price,10
10000335,0.0,1,yes,2,1,3,High,speed,6
10000336,21.0,1,yes,2,1,3,High,price,6
10000337,18.0,3,yes,2,1,2,High,price,6
10000338,29.0,2,yes,2,1,2,High,speed,9
10000339,13.0,4,no,2,1,2,High,services,10
10000340,17.0,1,yes,2,1,2,High,features,6
10000341,6.0,3,yes,2,1,2,High,price,10
10000342,20.0,2,yes,2,1,2,High,services,6
10000343,17.0,2,yes,2,1,2,High,speed,7
10000344,16.0,2,yes,2,1,1,High,speed,7
10000345,26.0,1,yes,2,1,2,High,price,7
10000346,11.0,1,yes,2,1,2,High,reliability,6
10000347,26.0,1,yes,2,1,2,High,price,9
10000348,2.0,4,no,2,1,3,High,governance,7
10000349,23.0,1,yes,2,1,1,High,reliability,10
10000350,26.0,1,yes,2,1,1,High,price,9
10000351,2.0,2,yes,2,1,1,High,design,7
10000352,14.0,1,yes,2,1,2,High,price,6
10000353,16.0,2,yes,2,1,1,High,reliability,6
10000354,29.0,2,yes,2,1,2,High,speed,7
10000355,22.0,1,yes,2,1,2,High,services,8
10000356,2.0,1,yes,2,1,2,High,services,10
10000357,0.0,1,yes,1,1,2,High,reliability,7
10000358,25.0,1,yes,2,1,2,High,reliability,7
10000359,8.0,2,yes,2,1,2,High,features,9
10000360,5.0,1,yes,2,1,3,High,reliability,10
10000361,23.0,2,yes,2,1,3,High,speed,7
10000362,11.0,2,yes,2,1,3,High,reliability,10
10000363,37.0,1,yes,2,1,1,High,usability,6
10000364,6.0,1,yes,2,1,2,High,services,8
10000365,8.0,1,yes,1,1,2,High,reliability,8
10000366,12.0,1,no,2,1,2,High,price,7
10000367,47.0,1,yes,2,1,1,High,reliability,10
10000368,11.0,4,yes,2,1,2,High,price,6
10000369,17.0,1,yes,2,1,1,High,price,6
10000370,20.0,1,no,2,1,1,High,reliability,9
10000371,5.0,3,yes,2,1,2,High,price,6
10000372,8.0,2,yes,2,1,2,High,speed,10
10000373,25.0,1,yes,2,1,2,High,price,8
10000374,19.0,1,yes,2,1,2,High,price,8
10000375,22.0,1,yes,1,1,2,High,services,6
10000376,24.0,1,no,2,1,2,High,speed,10
10000377,6.0,4,no,2,1,2,High,reliability,7
10000378,14.0,1,yes,2,1,2,High,price,10
10000379,14.0,1,yes,1,1,2,High,services,10
10000380,24.0,4,yes,2,1,2,High,features,8
10000381,5.0,1,yes,2,1,2,High,navigation,7
10000382,29.0,4,yes,2,1,3,High,price,10
10000383,14.0,2,yes,2,1,2,High,features,6
10000384,10.0,2,yes,2,1,3,High,features,7
10000385,23.0,1,yes,2,1,2,High,reliability,6
10000386,2.0,1,yes,2,1,2,High,price,8
10000387,2.0,1,yes,1,1,1,High,features,9
10000388,19.0,1,yes,2,1,1,High,reliability,7
10000389,15.0,1,no,2,1,2,High,reliability,7
10000390,3.0,1,no,1,1,2,High,price,6
10000391,18.0,3,yes,2,1,2,High,price,10
10000392,15.0,3,yes,2,1,2,High,other,10
10000393,12.0,1,yes,1,1,2,High,features,6
10000394,19.0,2,yes,2,1,1,High,support,10
10000395,23.0,1,yes,2,1,2,High,services,10
10000396,1.0,4,no,2,1,2,High,features,6
10000397,7.0,2,no,2,1,2,High,speed,6
10000398,7.0,2,no,2,1,2,High,security,9
10000399,6.0,3,yes,2,1,3,High,price,6
10000400,25.0,1,yes,2,1,2,High,features,10
10000401,21.0,1,yes,2,1,2,High,price,9
10000402,13.0,1,yes,2,1,1,High,services,6
10000403,6.0,3,yes,2,1,2,High,price,9
10000404,29.0,1,yes,2,1,1,High,reliability,10
10000405,4.0,1,yes,2,1,2,High,reliability,7
10000406,0.0,2,yes,2,1,2,High,design,8
10000407,2.0,1,yes,2,1,3,High,reliability,8
10000408,3.0,1,no,2,1,2,High,features,8
10000409,22.0,1,yes,2,1,2,High,navigation,10
10000410,7.0,3,yes,1,1,3,High,price,8
10000411,7.0,1,yes,2,1,2,High,features,9
10000412,23.0,2,yes,2,1,1,High,speed,8
10000413,29.0,2,yes,2,1,1,High,speed,8
10000414,12.0,1,yes,2,1,1,High,reliability,7
10000415,22.0,1,yes,2,1,2,High,price,6
10000416,2.0,2,yes,2,1,1,High,features,9
10000417,25.0,1,yes,2,1,2,High,speed,6
10000418,20.0,1,yes,2,1,2,High,services,6
10000419,22.0,3,yes,2,1,2,High,price,6
10000420,15.0,2,yes,2,1,1,High,features,10
10000421,23.0,1,yes,2,1,2,High,price,9
10000422,14.0,1,yes,2,1,2,High,reliability,7
10000423,5.0,2,yes,2,1,2,High,speed,7
10000424,6.0,1,yes,2,1,2,High,price,7
10000425,11.0,3,yes,2,1,2,High,price,6
10000426,18.0,1,yes,2,1,2,High,price,10
10000427,23.0,1,yes,2,1,2,High,reliability,9
10000428,1.0,1,no,2,1,2,High,price,10
10000429,17.0,2,yes,2,1,1,High,speed,8
10000430,14.0,1,no,2,1,3,High,features,9
10000431,7.0,1,yes,2,1,2,High,reliability,7
10000432,1.0,3,yes,2,1,2,High,services,9
10000433,8.0,2,yes,2,1,1,High,features,10
10000434,17.0,1,yes,2,1,2,High,price,7
10000435,47.0,1,yes,2,1,1,High,support,6
10000436,15.0,1,yes,2,1,2,High,features,7
10000437,26.0,1,yes,2,1,3,High,reliability,6
10000438,19.0,4,yes,2,1,2,High,support,6
10000439,28.0,1,yes,2,1,1,High,services,10
10000440,18.0,4,yes,2,1,2,High,price,9
10000441,28.0,1,yes,2,1,2,High,features,9
10000442,20.0,1,no,2,1,2,High,services,9
10000443,14.0,4,yes,2,1,3,High,speed,6
10000444,23.0,2,yes,1,1,2,High,speed,8
10000445,3.0,1,yes,1,1,2,High,price,8
10000446,20.0,1,yes,1,1,2,High,price,7
10000447,21.0,1,yes,1,1,1,High,reliability,7
10000448,17.0,1,no,2,1,1,High,price,8
10000449,27.0,1,yes,2,1,2,High,price,8
10000450,9.0,1,no,2,1,3,High,price,9
10000451,21.0,3,yes,2,1,2,High,price,7
10000452,3.0,1,yes,2,1,2,High,price,8
10000453,27.0,3,yes,2,1,2,High,navigation,8
10000454,9.0,3,yes,2,1,1,High,services,9
10000455,18.0,1,no,1,1,1,High,security,6
10000456,27.0,1,yes,2,1,1,High,reliability,6
10000457,2.0,3,yes,2,1,2,High,price,9
10000458,12.0,1,yes,2,1,2,High,price,9
10000459,11.0,2,yes,2,1,2,High,support,7
10000460,5.0,1,yes,2,1,3,High,services,7
10000461,15.0,3,yes,2,1,1,High,other,6
10000462,22.0,4,yes,2,1,2,High,price,9
10000463,11.0,1,yes,2,1,2,High,price,7
10000464,12.0,3,yes,2,1,2,High,price,8
10000465,6.0,2,yes,2,1,2,High,speed,6
10000466,26.0,1,yes,2,1,1,High,speed,7
10000467,29.0,1,yes,2,1,1,High,reliability,6
10000468,19.0,1,yes,2,1,1,High,speed,8
10000469,5.0,3,yes,2,1,2,High,price,8
10000470,15.0,1,yes,2,1,2,High,features,8
10000471,10.0,1,yes,1,1,2,High,features,6
10000472,11.0,1,no,2,1,2,High,price,9
10000473,4.0,1,yes,2,1,1,High,services,8
10000474,7.0,3,no,2,1,3,High,speed,9
10000475,12.0,1,yes,1,1,3,High,price,10
10000476,21.0,2,yes,1,1,3,High,speed,10
10000477,27.0,4,yes,2,1,2,High,features,6
10000478,17.0,3,yes,2,1,2,High,price,9
10000479,18.0,1,yes,2,1,2,High,features,7
10000480,4.0,1,yes,2,1,2,High,price,6
10000481,24.0,1,yes,2,1,2,High,price,7
10000482,25.0,2,no,2,1,2,High,navigation,10
10000483,2.0,1,yes,2,1,3,High,price,8
10000484,10.0,1,yes,2,1,1,High,reliability,7
10000485,2.0,1,yes,2,1,3,High,price,7
10000486,29.0,1,yes,2,1,3,High,price,10
10000487,26.0,1,yes,2,1,2,High,price,9
10000488,6.0,1,yes,2,1,1,High,features,9
10000489,0.0,3,yes,1,1,2,High,reliability,8
10000490,26.0,4,no,2,1,1,High,features,10
10000491,23.0,2,yes,1,1,1,High,speed,8
10000492,17.0,1,yes,2,1,2,High,price,10
10000493,21.0,1,yes,2,1,2,High,price,9
10000494,22.0,3,yes,2,1,2,High,price,9
10000495,29.0,1,yes,2,1,3,High,security,7
10000496,3.0,1,yes,2,1,1,High,price,8
10000497,47.0,1,no,2,1,2,High,security,8
10000498,16.0,1,yes,2,1,1,High,reliability,6
10000499,13.0,1,yes,2,1,2,High,security,6
10000500,4.0,1,yes,2,1,2,High,reliability,7
10000501,18.0,3,yes,1,1,2,High,price,8
10000502,17.0,1,yes,2,1,3,High,speed,6
10000503,18.0,1,yes,1,1,2,High,design,10
10000504,24.0,4,no,1,1,2,High,reliability,6
10000505,10.0,3,yes,2,1,2,High,price,8
10000506,21.0,1,yes,1,1,2,High,features,7
10000507,12.0,2,yes,2,1,1,High,price,8
10000508,8.0,4,yes,2,1,1,High,speed,9
10000509,12.0,2,no,2,1,2,High,speed,6
10000510,23.0,1,yes,2,1,2,High,reliability,10
10000511,9.0,2,yes,2,1,1,High,speed,10
10000512,10.0,3,yes,2,1,2,High,security,7
10000513,22.0,1,yes,2,1,2,High,price,10
10000514,0.0,1,yes,2,1,2,High,speed,9
10000515,29.0,2,yes,2,1,2,High,speed,7
10000516,2.0,4,yes,2,1,3,High,speed,7
10000517,20.0,1,yes,1,1,3,High,reliability,6
10000518,0.0,3,no,2,1,2,High,price,7
10000519,7.0,3,yes,2,1,2,High,other,7
10000520,12.0,1,yes,2,1,1,High,services,10
10000521,0.0,2,yes,2,1,1,High,speed,10
10000522,18.0,1,yes,2,1,2,High,reliability,10
10000523,25.0,1,yes,2,1,3,High,price,9
10000524,5.0,1,yes,2,1,2,High,price,9
10000525,1.0,3,yes,2,1,2,High,price,6
10000526,29.0,4,yes,2,1,2,High,price,7
10000527,13.0,3,yes,2,1,2,High,price,7
10000528,13.0,1,yes,2,1,2,High,price,9
10000529,4.0,1,yes,2,1,3,High,services,10
10000530,13.0,3,yes,2,1,2,High,features,6
10000531,24.0,1,yes,2,1,1,High,reliability,10
10000532,7.0,1,yes,2,1,1,High,navigation,8
10000533,12.0,1,yes,2,1,2,High,reliability,7
10000534,1.0,4,yes,2,1,3,High,price,6
10000535,18.0,1,yes,2,1,2,High,price,8
10000536,2.0,2,yes,2,1,2,High,support,7
10000537,25.0,1,yes,2,1,2,High,services,7
10000538,29.0,1,yes,1,1,3,High,services,6
10000539,23.0,1,yes,2,1,2,High,reliability,6
10000540,1.0,2,yes,2,1,1,High,usability,6
10000541,22.0,4,yes,2,1,2,High,support,9
10000542,28.0,1,yes,2,1,2,High,price,10
10000543,22.0,1,yes,2,1,2,High,reliability,9
10000544,14.0,3,yes,2,1,3,High,services,6
10000545,20.0,1,yes,2,1,3,High,reliability,10
10000546,11.0,4,yes,2,1,3,High,price,7
